40	80	0.5	1.54	1000000000	1000000000
29	0	0	0	
29	1.80745	1.80745	0	
29	1.80745	1.10671e-016	1.80745	
29	2.21341e-016	1.80745	1.80745	
29	2.21341e-016	2.21341e-016	3.6149	
29	1.80745	1.80745	3.6149	
29	1.80745	3.32012e-016	5.42235	
29	4.42683e-016	1.80745	5.42235	
29	4.42683e-016	4.42683e-016	7.2298	
29	1.80745	1.80745	7.2298	
29	1.80745	5.53354e-016	9.03725	
29	6.64024e-016	1.80745	9.03725	
29	6.64024e-016	6.64024e-016	10.8447	
29	1.80745	1.80745	10.8447	
29	1.80745	7.74695e-016	12.6522	
29	8.85366e-016	1.80745	12.6522	
29	8.85366e-016	8.85366e-016	14.4596	
29	1.80745	1.80745	14.4596	
29	1.80745	9.96037e-016	16.2671	
29	1.10671e-015	1.80745	16.2671	
29	1.10671e-015	1.10671e-015	18.0745	
29	1.80745	1.80745	18.0745	
29	1.80745	1.21738e-015	19.8819	
29	1.32805e-015	1.80745	19.8819	
29	1.32805e-015	1.32805e-015	21.6894	
29	1.80745	1.80745	21.6894	
29	1.80745	1.43872e-015	23.4968	
29	1.54939e-015	1.80745	23.4968	
29	1.54939e-015	1.54939e-015	25.3043	
29	1.80745	1.80745	25.3043	
29	1.80745	1.66006e-015	27.1118	
29	1.77073e-015	1.80745	27.1118	
29	1.77073e-015	1.77073e-015	28.9192	
29	1.80745	1.80745	28.9192	
29	1.80745	1.8814e-015	30.7266	
29	1.99207e-015	1.80745	30.7266	
29	1.99207e-015	1.99207e-015	32.5341	
29	1.80745	1.80745	32.5341	
29	1.80745	2.10274e-015	34.3415	
29	2.21341e-015	1.80745	34.3415	
29	2.21341e-016	3.6149	0	
29	1.80745	5.42235	0	
29	1.80745	3.6149	1.80745	
29	4.42683e-016	5.42235	1.80745	
29	4.42683e-016	3.6149	3.6149	
29	1.80745	5.42235	3.6149	
29	1.80745	3.6149	5.42235	
29	6.64024e-016	5.42235	5.42235	
29	6.64024e-016	3.6149	7.2298	
29	1.80745	5.42235	7.2298	
29	1.80745	3.6149	9.03725	
29	8.85366e-016	5.42235	9.03725	
29	8.85366e-016	3.6149	10.8447	
29	1.80745	5.42235	10.8447	
29	1.80745	3.6149	12.6522	
